original_id,namn,ansvarigt_lan,kommuner,antal_arter,arter,fiskekartan_arter,antal_sjoar_survey,antal_vattendrag_survey,kallor,url_fvof,url_fiskekartan
1839,Södra Sämsjöns fvof,Västra Götaland,"Tranemo, Ulricehamn",16,Abborre; Braxen; Bäckröding; Elritsa; Gädda; Gös; Lake; Mört; Regnbåge; Ruda; Signalkräfta; Sik; Siklöja; Sutare; Ål; Öring,,1,1,slu_provfiske; gbif,www.vattenagarna.se/sodra-alvsborgs-fiskevattenagareforbund/?o=534,https://fiskekartan.se/?fv=Södra%20Sämsjöns%20fvof&sp=false
100,Södra Torsåkers fvof,Gävleborg,"Avesta, Hofors, Sandviken",8,Abborre; Bäcknejonöga; Bäckröding; Gädda; Gärs; Lake; Mört; Signalkräfta,,0,6,slu_provfiske,,https://fiskekartan.se/?fv=Södra%20Torsåkers%20fvof&sp=false
1792,Södra Venjans fvof,Dalarna,"Vansbro, Malung-Sälen, Mora",25,Abborre; Benlöja; Bergsimpa; Braxen; Bäcknejonöga; Bäckröding; Elritsa; Flodkräfta; Gädda; Gärs; Harr; Id; Lake; Mört; Regnbåge; Ruda; Röding; Sik; Siklöja; Simpa (Berg-; Sten-; Stensimpa; Stäm; Ål; Öring,,0,10,slu_provfiske; gbif,,https://fiskekartan.se/?fv=Södra%20Venjans%20fvof&sp=false
874,Södra Värmelns fvof,Värmland,"Kil, Grums, Arvika, Säffle",24,Abborre; Benlöja; Björkna; Braxen; Bäckröding; Elritsa; Flodkräfta; Gädda; Gärs; Gös; Id; Lake; Lax; Mört; Nors; Ruda; Sarv; Signalkräfta; Sik; Siklöja; Storspigg; Sutare; Ål; Öring,,0,0,gbif,www.vattenagarna.se/varmlands-lans-fiskevardsforbund/?o=728,https://fiskekartan.se/?fv=Södra%20Värmelns%20fvof&sp=false
296,Södra Wixens fvof,Jönköping,Eksjö,9,Abborre; Bergsimpa; Braxen; Gädda; Lake; Mört; Sarv; Siklöja; Sutare,Abborre; Bergsimpa; Braxen; Gädda; Lake; Mört; Sarv; Siklöja; Sutare,1,0,fiskekartan; slu_provfiske,sodravixen.se/,https://fiskekartan.se/?fv=Södra%20Wixens%20fvof&sp=false
952,Sölje fvof,Värmland,"Årjäng, Arvika, Säffle",20,Abborre; Benlöja; Braxen; Elritsa; Flodkräfta; Gädda; Gärs; Id; Lake; Lax; Mört; Nors; Regnbåge; Röding; Sik; Siklöja; Småspigg; Stensimpa; Ål; Öring,Abborre; Elritsa; Gädda; Lake; Mört; Regnbåge; Röding,3,6,fiskekartan; slu_provfiske; gbif,,https://fiskekartan.se/?fv=Sölje%20fvof&sp=false
308,Söljens fvof,Jönköping,Aneby,7,Abborre; Braxen; Gädda; Mört; Sarv; Sutare; Ål,Abborre; Braxen; Gädda; Mört; Sarv; Sutare; Ål,0,0,fiskekartan,,https://fiskekartan.se/?fv=Söljens%20fvof&sp=false
875,Sönner och Mellantjärns fvof,Värmland,Hagfors,2,Gädda; Öring,Gädda; Öring,0,0,fiskekartan,,https://fiskekartan.se/?fv=Sönner%20och%20Mellantjärns%20fvof&sp=false
514,Sörabysjöns fvof,Kronoberg,Växjö,9,Abborre; Benlöja; Braxen; Gädda; Lake; Mört; Siklöja; Sutare; Öring,Abborre; Braxen; Gädda; Mört; Sutare; Öring,2,1,fiskekartan; slu_provfiske,,https://fiskekartan.se/?fv=Sörabysjöns%20fvof&sp=false
1916,Sörbergens fvof,Västra Götaland,"Partille, Göteborg",6,Abborre; Bäckröding; Gädda; Signalkräfta; Ål; Öring,,0,0,gbif,,https://fiskekartan.se/?fv=Sörbergens%20fvof&sp=false
1595,Sörbygdens fvof,Jämtland,Bräcke,14,Abborre; Bergsimpa; Braxen; Bäckröding; Elritsa; Gädda; Harr; Lake; Regnbåge; Röding; Sik; Stensimpa; Ål; Öring,Abborre; Braxen; Gädda; Harr; Lake; Regnbåge; Röding; Sik; Stensimpa; Ål; Öring,0,2,fiskekartan; slu_provfiske,www.sorbygdenfiske.se/,https://fiskekartan.se/?fv=Sörbygdens%20fvof&sp=false
1101,Sörbäckens fvof,Västerbotten,"Åsele, Lycksele",9,Abborre; Gädda; Harr; Lake; Mört; Röding; Sik; Stensimpa; Öring,Abborre; Gädda; Harr; Lake; Mört; Röding; Sik; Stensimpa; Öring,0,1,fiskekartan; slu_provfiske,karta.sorbackensfvo.se/?sidebar=true,https://fiskekartan.se/?fv=Sörbäckens%20fvof&sp=false
1350,Sörflärke fvof,Västernorrland,Örnsköldsvik,20,Abborre; Benlöja; Bäcknejonöga; Bäckröding; Elritsa; Flodnejonöga; Gädda; Gärs; Harr; Lake; Lax; Mört; Nejonöga; Ruda; Röding; Småspigg; Stensimpa; Storspigg; Stäm; Öring,,0,3,slu_provfiske; gbif,,https://fiskekartan.se/?fv=Sörflärke%20fvof&sp=false
1526,Sösjön-Hemsjön-Gråsjöns fvof,Jämtland,"Ånge, Bräcke",12,Abborre; Bergsimpa; Bäckröding; Elritsa; Gädda; Harr; Lake; Röding; Sik; Stensimpa; Ål; Öring,Abborre; Bäckröding; Elritsa; Gädda; Harr; Lake; Röding; Sik; Ål; Öring,3,10,fiskekartan; slu_provfiske,,https://fiskekartan.se/?fv=Sösjön-Hemsjön-Gråsjöns%20fvof&sp=false
372,Sötåsasjöns fvof,Jönköping,"Aneby, Tranås",4,Abborre; Gädda; Gärs; Mört,Abborre; Gädda,1,0,fiskekartan; slu_provfiske,,https://fiskekartan.se/?fv=Sötåsasjöns%20fvof&sp=false
281,Tabergsåns fvof,Jönköping,Jönköping,16,Abborre; Bergsimpa; Bäcknejonöga; Elritsa; Flodnejonöga; Gädda; Gärs; Kräfta obestämd; Lake; Mört; Nejonöga; Signalkräfta; Simpa (Berg-; Sten-; Sutare; Öring,,1,9,slu_provfiske,,https://fiskekartan.se/?fv=Tabergsåns%20fvof&sp=false
1123,Tallsjö fvof,Västerbotten,Åsele,10,Abborre; Braxen; Gädda; Harr; Id; Lake; Mört; Röding; Sik; Öring,Abborre; Braxen; Gädda; Harr; Id; Lake; Mört; Röding; Sik; Öring,0,0,fiskekartan,,https://fiskekartan.se/?fv=Tallsjö%20fvof&sp=false
555,Tannsjön-Hultasjöns fvof,Kronoberg,Markaryd,5,Abborre; Gädda; Lake; Mört; Sutare,Abborre; Gädda; Mört; Sutare,2,1,fiskekartan; slu_provfiske,,https://fiskekartan.se/?fv=Tannsjön-Hultasjöns%20fvof&sp=false
1382,Tappebosjöarnas fvof,Västmanland,Sala,10,Abborre; Benlöja; Björkna; Braxen; Gädda; Gärs; Gös; Lake; Mört; Sutare,Abborre; Benlöja; Björkna; Braxen; Gädda; Gärs; Gös; Lake; Mört; Sutare,0,0,fiskekartan,,https://fiskekartan.se/?fv=Tappebosjöarnas%20fvof&sp=false
1865,Taske å fvof,Västra Götaland,"Munkedal, Uddevalla",18,Abborre; Benlöja; Bäcknejonöga; Flodnejonöga; Gädda; Kräfta obestämd; Lake; Lax; Lax_Öring_Hybrid; Mört; Nejonöga; Signalkräfta; Skrubbskädda; Småspigg; Spigg obestämd; Storspigg; Ål; Öring,,1,4,slu_provfiske,,https://fiskekartan.se/?fv=Taske%20å%20fvof&sp=false
1004,Tavelsjö fvof,Västerbotten,Umeå,9,Abborre; Gädda; Gärs; Gös; Lake; Mört; Nors; Sik; Öring,Abborre; Gädda; Gärs; Gös; Lake; Mört; Sik; Öring,3,0,fiskekartan; slu_provfiske,,https://fiskekartan.se/?fv=Tavelsjö%20fvof&sp=false
1427,Tedensjöarnas fvof,Östergötland,"Åtvidaberg, Linköping",8,Abborre; Braxen; Gädda; Gärs; Gös; Mört; Ruda; Sutare,Abborre; Braxen; Gädda; Gös; Sutare,1,0,fiskekartan; slu_provfiske,,https://fiskekartan.se/?fv=Tedensjöarnas%20fvof&sp=false
999,Tegelträsk fvof,Västerbotten,"Örnsköldsvik, Åsele",8,Abborre; Bäckröding; Gädda; Lake; Mört; Röding; Sik; Öring,,0,0,gbif,,https://fiskekartan.se/?fv=Tegelträsk%20fvof&sp=false
510,Tegnabysjöns fvof,Kronoberg,Växjö,6,Abborre; Braxen; Gädda; Lake; Mört; Sutare,,0,0,gbif,,https://fiskekartan.se/?fv=Tegnabysjöns%20fvof&sp=false
263,Tenhultasjöns fvof,Jönköping,Jönköping,11,Abborre; Braxen; Gädda; Gärs; Gös; Lake; Mört; Ruda; Sarv; Siklöja; Sutare,Abborre; Braxen; Gädda; Gärs; Gös; Lake; Mört; Ruda; Sarv; Siklöja; Sutare,1,0,fiskekartan; slu_provfiske,,https://fiskekartan.se/?fv=Tenhultasjöns%20fvof&sp=false
83,Testeboåns fvof,Gävleborg,Gävle,22,Abborre; Benlöja; Björkna; Braxen; Bäcknejonöga; Flodkräfta; Gädda; Gärs; Harr; Havsöring; Lake; Lax; Mört; Nejonöga; Nors; Sik; Simpa (Berg-; Sten-; Stensimpa; Vimma; Ål; Öring,Abborre; Braxen; Gädda; Harr; Havsöring; Lax; Sik; Stensimpa; Vimma; Ål; Öring,1,6,fiskekartan; slu_provfiske,,https://fiskekartan.se/?fv=Testeboåns%20fvof&sp=false
2092,Teåkerssjöns fvof,Västra Götaland,Mellerud,6,Abborre; Elritsa; Flodkräfta; Gädda; Mört; Öring,,0,5,slu_provfiske,www.vattenagarna.se/fiskevattenagarna-i-vastra-sverige/?o=676,https://fiskekartan.se/?fv=Teåkerssjöns%20fvof&sp=false
1866,Teåkersälvens fvof,Västra Götaland,"Bengtsfors, Mellerud",11,Abborre; Bäcknejonöga; Bäckröding; Elritsa; Flodkräfta; Gädda; Kräfta obestämd; Nejonöga; Signalkräfta; Sutare; Öring,,0,4,slu_provfiske,,https://fiskekartan.se/?fv=Teåkersälvens%20fvof&sp=false
2040,Tidaholms fvof,Västra Götaland,Tidaholm,6,Abborre; Benlöja; Färna; Gädda; Gärs; Mört,,1,0,slu_provfiske,,https://fiskekartan.se/?fv=Tidaholms%20fvof&sp=false
252,Tidan - Nässjöns fvof,Jönköping,"Mullsjö, Jönköping",11,Abborre; Benlöja; Braxen; Gädda; Gärs; Lake; Mört; Signalkräfta; Siklöja; Sutare; Öring,Abborre; Benlöja; Braxen; Gädda; Gärs; Lake; Mört; Siklöja; Sutare; Öring,0,1,fiskekartan; slu_provfiske,,https://fiskekartan.se/?fv=Tidan%20-%20Nässjöns%20fvof&sp=false
2113,Tidans fvof,Västra Götaland,Tibro,15,Abborre; Benlöja; Braxen; Elritsa; Färna; Gädda; Gärs; Karpfisk obestämd; Lake; Mört; Nejonöga; Signalkräfta; Småspigg; Sutare; Öring,,1,3,slu_provfiske,,https://fiskekartan.se/?fv=Tidans%20fvof&sp=false
2022,Tidans nedre fvof,Västra Götaland,Mariestad,19,Abborre; Asp; Benlöja; Björkna; Braxen; Färna; Gädda; Gärs; Gös; Id; Lake; Mört; Nors; Sarv; Stensimpa; Sutare; Vimma; Ål; Öring,Abborre; Asp; Färna; Gös; Id; Nors; Vimma,1,1,fiskekartan; slu_provfiske,,https://fiskekartan.se/?fv=Tidans%20nedre%20fvof&sp=false
512,Tikens fvof,Kronoberg,Tingsryd,15,Abborre; Benlöja; Björkna; Braxen; Bäcknejonöga; Elritsa; Flodkräfta; Gädda; Gös; Lake; Mört; Sarv; Signalkräfta; Sutare; Öring,Abborre; Benlöja; Björkna; Braxen; Gädda; Gös; Mört; Sarv; Sutare,2,1,fiskekartan; slu_provfiske,www.vattenagarna.se/kronobergs-lans-fiskevattenagareforbund/?o=640,https://fiskekartan.se/?fv=Tikens%20fvof&sp=false
1995,Timmele-Flata fvof,Västra Götaland,Ulricehamn,6,Elritsa; Flodkräfta; Gädda; Lake; Mört; Öring,,0,4,slu_provfiske,,https://fiskekartan.se/?fv=Timmele-Flata%20fvof&sp=false
1264,Timrådalens fvof,Västernorrland,"Timrå, Sundsvall",13,Abborre; Benlöja; Braxen; Bäcknejonöga; Elritsa; Gädda; Gärs; Harr; Mört; Nejonöga; Ruda; Spigg obestämd; Öring,,2,2,slu_provfiske,,https://fiskekartan.se/?fv=Timrådalens%20fvof&sp=false
2082,Tinnsjöns fvof,Västra Götaland,"Ale, Lerum",3,Abborre; Gädda; Mört,,1,0,slu_provfiske,,https://fiskekartan.se/?fv=Tinnsjöns%20fvof&sp=false
1721,Tisarens fvof,Örebro,"Hallsberg, Askersund",17,Abborre; Benlöja; Björkna; Braxen; Bäcknejonöga; Gädda; Gärs; Gös; Lake; Mört; Nissöga; Nors; Ruda; Sarv; Signalkräfta; Sik; Sutare,Abborre; Björkna; Braxen; Gädda; Gärs; Gös; Lake; Mört; Ruda; Sarv; Sik; Sutare,1,3,fiskekartan; slu_provfiske,,https://fiskekartan.se/?fv=Tisarens%20fvof&sp=false
1463,Tisnarens Västra fvof,Östergötland,"Vingåker, Finspång",16,Abborre; Benlöja; Björkna; Braxen; Gädda; Gärs; Gös; Lake; Mört; Nors; Ruda; Sarv; Sik; Sutare; Ål; Öring,Abborre; Benlöja; Björkna; Braxen; Gädda; Gärs; Gös; Lake; Mört; Nors; Ruda; Sarv; Sik; Sutare; Ål,0,1,fiskekartan; slu_provfiske,,https://fiskekartan.se/?fv=Tisnarens%20Västra%20fvof&sp=false
1456,Tjens fvof,Östergötland,Valdemarsvik,11,Abborre; Benlöja; Björkna; Braxen; Gädda; Gärs; Gös; Lake; Mört; Nors; Sarv,,1,0,slu_provfiske,www.vattenagarna.se/ostergotlands-lans-fiskevattenagareforbund/?o=689,https://fiskekartan.se/?fv=Tjens%20fvof&sp=false
559,Tjuredasjöns fvof,Kronoberg,Växjö,4,Abborre; Braxen; Gädda; Mört,,1,0,slu_provfiske,,https://fiskekartan.se/?fv=Tjuredasjöns%20fvof&sp=false
623,Tjurken m.fl sjöars fvof,Kronoberg,"Värnamo, Alvesta, Ljungby",21,Abborre; Benlöja; Björkna; Braxen; Färna; Gädda; Gärs; Gös; Id; Kräfta obestämd; Lake; Mört; Nejonöga; Nors; Sarv; Signalkräfta; Sik; Siklöja; Sutare; Ål; Öring,Abborre; Björkna; Braxen; Färna; Gädda; Gärs; Gös; Id; Lake; Mört; Nors; Sik; Siklöja; Sutare; Ål,9,3,fiskekartan; slu_provfiske,tjurkensfiske.se/,https://fiskekartan.se/?fv=Tjurken%20m.fl%20sjöars%20fvof&sp=false
2387,Tjurken-Kalvens fvof,Jönköping,Ronneby,7,Abborre; Björkna; Braxen; Gädda; Mört; Sarv; Sutare,Abborre; Björkna; Braxen; Gädda; Mört; Sarv; Sutare,0,0,fiskekartan,,https://fiskekartan.se/?fv=%20Tjurken-Kalvens%20fvof&sp=false
204,Tjurkens fvof,Jönköping,Vetlanda,10,Abborre; Braxen; Gädda; Gös; Lake; Mört; Sarv; Siklöja; Sutare; Öring,Abborre; Braxen; Gädda; Gös; Lake; Mört; Sarv; Sutare; Öring,1,0,fiskekartan; slu_provfiske,,https://fiskekartan.se/?fv=Tjurkens%20fvof&sp=false
179,Tjärnesjöns fvof,Halland,Falkenberg,9,Abborre; Braxen; Gädda; Lake; Mört; Signalkräfta; Sik; Siklöja; Ål,Abborre; Braxen; Gädda; Mört; Sik; Siklöja; Ål,1,1,fiskekartan; slu_provfiske; gbif,tjarnesjon.se/,https://fiskekartan.se/?fv=Tjärnesjöns%20fvof&sp=false
2174,Tjörnarpssjöns fvof,Skåne,Höör,10,Abborre; Björkna; Braxen; Gädda; Gös; Mört; Ruda; Sarv; Sutare; Ål,,1,0,slu_provfiske; gbif,tjornarpssjon.hemsida24.se/,https://fiskekartan.se/?fv=Tjörnarpssjöns%20fvof&sp=false
1766,Toftan Hosjön fvof,Dalarna,Falun,27,Abborre; Benlöja; Björkna; Braxen; Bäcknejonöga; Bäckröding; Elritsa; Gädda; Gärs; Gös; Harr; Id; Lake; Lax; Mört; Nors; Regnbåge; Ruda; Röding; Sarv; Signalkräfta; Sik; Siklöja; Stensimpa; Sutare; Ål; Öring,,3,8,slu_provfiske; gbif,,https://fiskekartan.se/?fv=Toftan%20Hosjön%20fvof&sp=false
497,Toftasjöns fvof,Kronoberg,Växjö,9,Abborre; Gädda; Gärs; Gös; Lake; Mört; Signalkräfta; Sutare; Ål,Abborre; Gädda; Gös; Lake; Mört; Sutare; Ål,0,3,fiskekartan; slu_provfiske,www.vattenagarna.se/kronobergs-lans-fiskevattenagareforbund/?o=181,https://fiskekartan.se/?fv=Toftasjöns%20fvof&sp=false
2075,Tolken i Marks fvof,Västra Götaland,"Varberg, Mark",12,Abborre; Benlöja; Elritsa; Flodkräfta; Gädda; Gärs; Lake; Mört; Signalkräfta; Sutare; Ål; Öring,,0,9,slu_provfiske,www.vattenagarna.se/sodra-alvsborgs-fiskevattenagareforbund/?o=537,https://fiskekartan.se/?fv=Tolken%20i%20Marks%20fvof&sp=false
425,Tolången m.fl. sjöars fvof,Kalmar,"Kinda, Åtvidaberg, Västervik",4,Abborre; Gädda; Mört; Sarv,Abborre; Gädda; Mört; Sarv,1,0,fiskekartan; slu_provfiske,www.vattenagarna.se/kalmar-lans-fiskevattenagareforbund/?o=119,https://fiskekartan.se/?fv=Tolången%20m.fl.%20sjöars%20fvof&sp=false
2181,Tommarpsåns fvof,Skåne,"Tomelilla, Simrishamn",17,Abborre; Bäcknejonöga; Elritsa; Flodnejonöga; Färna; Gädda; Id; Kräfta obestämd; Lax; Mört; Nejonöga; Signalkräfta; Småspigg; Spigg obestämd; Stensimpa; Ål; Öring,,0,4,slu_provfiske,,https://fiskekartan.se/?fv=Tommarpsåns%20fvof&sp=false
778,Tomta fvof,Stockholm,Norrtälje,10,Abborre; Braxen; Flodnejonöga; Gädda; Gärs; Mört; Småspigg; Stensimpa; Storspigg; Öring,,0,0,gbif,,https://fiskekartan.se/?fv=Tomta%20fvof&sp=false
643,Tornefors fvof,Norrbotten,Pajala,15,Abborre; Bergsimpa; Bäcknejonöga; Elritsa; Gädda; Harr; Lake; Lax; Lax_Öring_Hybrid; Mört; Nejonöga; Simpa (Berg-; Sten-; Stensimpa; Öring,,1,3,slu_provfiske,,https://fiskekartan.se/?fv=Tornefors%20fvof&sp=false
870,Torp-Forshaga fvof,Värmland,Forshaga,14,Abborre; Benlöja; Gädda; Harr; Id; Lake; Lax; Mört; Simpa (Berg-; Sten-; Stensimpa; Sutare; Ål; Öring,Abborre; Gädda; Harr; Id; Lake; Lax; Mört; Sutare; Öring,0,2,fiskekartan; slu_provfiske,,https://fiskekartan.se/?fv=Torp-Forshaga%20fvof&sp=false
1931,Torp-Sollums fvof,Västra Götaland,Lilla Edet,12,Abborre; Bäckröding; Gädda; Lake; Mört; Regnbåge; Röding; Sik; Siklöja; Småspigg; Ål; Öring,,0,0,gbif,,https://fiskekartan.se/?fv=Torp-Sollums%20fvof&sp=false
597,Torpa sockens fvof,Kronoberg,"Markaryd, Ljungby",14,Abborre; Braxen; Flodkräfta; Gädda; Gärs; Gös; Lake; Mört; Regnbåge; Signalkräfta; Sik; Sutare; Ål; Öring,Braxen; Lake; Mört; Regnbåge; Sik; Sutare; Ål; Öring,6,5,fiskekartan; slu_provfiske,www.vattenagarna.se/kronobergs-lans-fiskevattenagareforbund/?o=188,https://fiskekartan.se/?fv=Torpa%20sockens%20fvof&sp=false
949,Torpsjöns fvof,Värmland,"Kil, Sunne",10,Abborre; Benlöja; Braxen; Gädda; Gärs; Gös; Mört; Ruda; Stensimpa; Ål,,0,0,gbif,,https://fiskekartan.se/?fv=Torpsjöns%20fvof&sp=false
1976,Torsbo-Rotenäs fvof,Västra Götaland,Vänersborg,3,Abborre; Braxen; Gädda,Abborre; Braxen; Gädda,0,0,fiskekartan,,https://fiskekartan.se/?fv=Torsbo-Rotenäs%20fvof&sp=false
627,Torserydssjöns fvof,Kronoberg,Ljungby,5,Abborre; Gädda; Gärs; Gös; Mört,Abborre; Gädda; Gös,1,0,fiskekartan; slu_provfiske,,https://fiskekartan.se/?fv=Torserydssjöns%20fvof&sp=false
795,Torshällaåns fvof,Södermanland,,3,Abborre; Benlöja; Gärs,,0,3,slu_provfiske,www.eskilstuna.se/kultur-och-fritid/idrott-motion-och-friluftsliv/fiske/fredade-perioder-i-torshalla,https://fiskekartan.se/?fv=Torshällaåns%20fvof&sp=false
556,"Torsjön,Skyeåns fvof",Kronoberg,"Tingsryd, Växjö",17,Abborre; Benlöja; Björkna; Braxen; Elritsa; Gädda; Gärs; Gös; Lake; Mört; Sandkrypare; Signalkräfta; Sik; Siklöja; Sutare; Ål; Öring,,1,2,slu_provfiske; gbif,www.vattenagarna.se/kronobergs-lans-fiskevattenagareforbund/?o=615,"https://fiskekartan.se/?fv=Torsjön,Skyeåns%20fvof&sp=false"
2140,Torskabottens fvof,Västra Götaland,"Lerum, Alingsås",6,Abborre; Gädda; Gärs; Mört; Ål; Öring,,0,0,gbif,,https://fiskekartan.se/?fv=Torskabottens%20fvof&sp=false
1023,Torvsjö fvof,Västerbotten,"Vilhelmina, Åsele",12,Abborre; Benlöja; Bäcknejonöga; Elritsa; Gädda; Harr; Lake; Sik; Simpa (Berg-; Sten-; Stensimpa; Öring,Abborre; Gädda; Harr; Sik; Öring,0,4,fiskekartan; slu_provfiske,,https://fiskekartan.se/?fv=Torvsjö%20fvof&sp=false
118,Torvsjöns fvof,Halland,Halmstad,9,Abborre; Elritsa; Gädda; Lake; Lax; Mört; Regnbåge; Ål; Öring,Abborre; Gädda; Regnbåge,2,2,fiskekartan; slu_provfiske,,https://fiskekartan.se/?fv=Torvsjöns%20fvof&sp=false
157,Transjön och Svansjöns fvof,Halland,Ljungby,6,Abborre; Braxen; Gädda; Mört; Sutare; Ål,Abborre; Braxen; Gädda; Mört; Sutare; Ål,2,0,fiskekartan; slu_provfiske,,https://fiskekartan.se/?fv=Transjön%20och%20Svansjöns%20fvof&sp=false
1742,Transtrands fvof,Dalarna,"Malung-Sälen, Älvdalen, Mora",19,Abborre; Bergsimpa; Braxen; Bäcknejonöga; Bäckröding; Elritsa; Gädda; Harr; Id; Lake; Mört; Nejonöga; Röding; Sik; Siklöja; Simpa (Berg-; Sten-; Stensimpa; Öring,Öring,8,51,fiskekartan; slu_provfiske,www.transtrandfiske.se,https://fiskekartan.se/?fv=Transtrands%20fvof&sp=false
791,Trehörningen-Mörtsjöns fvof,Stockholm,Huddinge,10,Abborre; Benlöja; Björkna; Braxen; Gädda; Gärs; Mört; Ruda; Sarv; Sutare,,2,0,slu_provfiske,,https://fiskekartan.se/?fv=Trehörningen-Mörtsjöns%20fvof&sp=false
2034,Trehörningens fvof,Västra Götaland,"Tranemo, Ulricehamn",6,Abborre; Gädda; Id; Lake; Mört; Ål,,0,0,gbif,,https://fiskekartan.se/?fv=Trehörningens%20fvof&sp=false
1042,Trehörningens fvof,Västerbotten,Umeå,5,Abborre; Gädda; Gös; Mört; Regnbåge,Abborre; Gädda; Gös; Mört; Regnbåge,0,0,fiskekartan,,https://fiskekartan.se/?fv=Trehörningens%20fvof&sp=false
1315,Trehörningsjö fvof,Västernorrland,Örnsköldsvik,10,Abborre; Bäckröding; Gädda; Gärs; Lake; Mört; Nors; Siklöja; Stensimpa; Öring,,1,2,slu_provfiske,,https://fiskekartan.se/?fv=Trehörningsjö%20fvof&sp=false
463,Triasjöns fvof,Kalmar,"Högsby, Hultsfred",3,Abborre; Gädda; Mört,,1,0,slu_provfiske,www.vattenagarna.se/kalmar-lans-fiskevattenagareforbund/?o=591,https://fiskekartan.se/?fv=Triasjöns%20fvof&sp=false
346,Trollebosjöns fvof,Jönköping,Vetlanda,11,Abborre; Braxen; Elritsa; Gädda; Lake; Mört; Ruda; Sarv; Sik; Sutare; Ål,Abborre; Braxen; Gädda; Lake; Mört; Ruda; Sarv; Sik; Sutare,1,1,fiskekartan; slu_provfiske,,https://fiskekartan.se/?fv=Trollebosjöns%20fvof&sp=false
1417,Trons fvof,Östergötland,"Finspång, Motala",11,Abborre; Benlöja; Björkna; Braxen; Gädda; Gärs; Gös; Lake; Mört; Nissöga; Sutare,Abborre; Braxen; Gädda; Gös; Lake; Mört; Nissöga; Sutare,1,0,fiskekartan; slu_provfiske,,https://fiskekartan.se/?fv=Trons%20fvof&sp=false
799,Trosaåns fvof,Södermanland,Trosa,16,Abborre; Benlöja; Björkna; Braxen; Gädda; Gärs; Id; Karpfisk obestämd; Lake; Mört; Nissöga; Signalkräfta; Småspigg; Sutare; Vimma; Öring,,0,1,slu_provfiske,,https://fiskekartan.se/?fv=Trosaåns%20fvof&sp=false
1022,Tryssjön-Ultervattnets fvof,Västerbotten,Robertsfors,6,Abborre; Gädda; Gärs; Harr; Lake; Mört,Abborre; Gädda; Harr; Lake; Mört,1,0,fiskekartan; slu_provfiske,,https://fiskekartan.se/?fv=Tryssjön-Ultervattnets%20fvof&sp=false
408,Tränsjöns fvof,Kalmar,Högsby,2,Abborre; Mört,,1,0,slu_provfiske,,https://fiskekartan.se/?fv=Tränsjöns%20fvof&sp=false
522,Trässhultasjöns fvof,Kronoberg,Tingsryd,4,Abborre; Lake; Mört; Sandkrypare,,0,1,slu_provfiske,,https://fiskekartan.se/?fv=Trässhultasjöns%20fvof&sp=false
2080,Trästickelsjöarnas och Byrevattnets fvof,Västra Götaland,"Munkedal, Uddevalla",6,Abborre; Gädda; Mört; Nors; Ål; Öring,,1,0,slu_provfiske; gbif,,https://fiskekartan.se/?fv=Trästickelsjöarnas%20och%20Byrevattnets%20fvof&sp=false
1376,Trätten-Holmsjöns fvof,Västmanland,Norberg,11,Abborre; Braxen; Bäckröding; Gädda; Id; Lake; Mört; Ruda; Sutare; Ål; Öring,,0,2,slu_provfiske; gbif,,https://fiskekartan.se/?fv=Trätten-Holmsjöns%20fvof&sp=false
653,Trångforsens fvof,Norrbotten,Boden,18,Abborre; Benlöja; Bergsimpa; Braxen; Elritsa; Flodkräfta; Flodnejonöga; Gädda; Gärs; Harr; Id; Lake; Lax; Mört; Småspigg; Stensimpa; Storspigg; Stäm,,0,0,gbif,,https://fiskekartan.se/?fv=Trångforsens%20fvof&sp=false
1699,Trösas fvof,Örebro,Karlskoga,11,Abborre; Bäcknejonöga; Elritsa; Gädda; Gärs; Lake; Mört; Nejonöga; Signalkräfta; Stensimpa; Öring,,1,3,slu_provfiske,,https://fiskekartan.se/?fv=Trösas%20fvof&sp=false
1174,Tuna Västra fvof,Västernorrland,Sundsvall,6,Abborre; Benlöja; Gädda; Lake; Mört; Stensimpa,,0,1,slu_provfiske,,https://fiskekartan.se/?fv=Tuna%20Västra%20fvof&sp=false
546,Tuvesjön-Enasjöns fvof,Kronoberg,Ljungby,6,Abborre; Braxen; Gädda; Gärs; Mört; Sik,,3,0,slu_provfiske,,https://fiskekartan.se/?fv=Tuvesjön-Enasjöns%20fvof&sp=false
2185,Tviggasjö- Tofta sjöarnas  fvof,Skåne,Hässleholm,10,Abborre; Braxen; Grönling; Gädda; Gärs; Mört; Sarv; Signalkräfta; Sutare; Öring,,1,1,slu_provfiske,,https://fiskekartan.se/?fv=Tviggasjö-%20Tofta%20sjöarnas%20%20fvof&sp=false
973,Tvärdalens fvof,Värmland,Årjäng,8,Abborre; Bäcknejonöga; Bäckröding; Elritsa; Gädda; Gärs; Nejonöga; Öring,,0,2,slu_provfiske,,https://fiskekartan.se/?fv=Tvärdalens%20fvof&sp=false
1117,Tväråns-Svartåns fvof,Västerbotten,Skellefteå,12,Abborre; Bäcknejonöga; Elritsa; Gädda; Lake; Lax; Mört; Nejonöga; Simpa (Berg-; Sten-; Stensimpa; Öring,,1,3,slu_provfiske,,https://fiskekartan.se/?fv=Tväråns-Svartåns%20fvof&sp=false
