county,fvo,water,type,id,status,verification,species_scope,evidence_signature
Dalarna,Nävdens fvof,Grytnäsån,Vattendrag,DAL-STRUCT:248688471ea218b71fba3afd,UNRESOLVED,Saknar artunderlag,KÄLLGAP,bd4726cf0b5d2e029ae6
Dalarna,Nävdens fvof,Hällsjöbäck,Vattendrag,DAL-STRUCT:d5a7b34a6ceb6bbe6031ad2e,UNRESOLVED,Saknar artunderlag,KÄLLGAP,1e297b533148c0f45c48
Jämtland,Albackens Jakt & Fiskecamp kfo,Bastutjärnen,Sjö,J-STRUCT:20fc92538197b0578935f0ba,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,72ab49bade4a4217985c
Jämtland,Albackens Jakt & Fiskecamp kfo,Bodtjärnbäcken,Vattendrag,J-STRUCT:dc227c757b296155aecbfd98,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,6073c3ae7b0e150e3054
Jämtland,Albackens Jakt & Fiskecamp kfo,Bodtjärnen,Sjö,J-STRUCT:ad121af403752270f38b5d59,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,001002cddeea2dd7553c
Jämtland,Albackens Jakt & Fiskecamp kfo,Delsjöbäcken,Vattendrag,J-STRUCT:430637ee496b1cd0746d58a0,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,7dc62d877a8fc478d000
Jämtland,Albackens Jakt & Fiskecamp kfo,Delsjön,Sjö,J-STRUCT:dda0042ae61a802fee71913d,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,54ac837e83d1b7d2d2d9
Jämtland,Albackens Jakt & Fiskecamp kfo,Drogsjön,Sjö,J-STRUCT:22f2a1df98cdf045a494fe83,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,480b9e52493d919bc906
Jämtland,Albackens Jakt & Fiskecamp kfo,Holmsjön,Sjö,J-STRUCT:fd29865ba546037d5beb918e,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,1b546b25b35ea3b89f7b
Jämtland,Albackens Jakt & Fiskecamp kfo,Kroktjärnen,Sjö,J-STRUCT:5620845de091a8d957818f1f,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,07b542c381948d1f92bb
Jämtland,Albackens Jakt & Fiskecamp kfo,Kroktjärnen,Sjö,J-STRUCT:bbae8d1b0a750fefd3c9e5f6,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,def71ede6f79eadeeea4
Jämtland,Albackens Jakt & Fiskecamp kfo,Lakatjärnen,Sjö,J-STRUCT:3e001f5c14637b8879c736f9,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,824678c566bb1d2db3b3
Jämtland,Albackens Jakt & Fiskecamp kfo,Lakattjärnbäcken,Vattendrag,J-STRUCT:320914ebf384d7e436eeb8a7,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,82b6e1042caadcb3c351
Jämtland,Albackens Jakt & Fiskecamp kfo,Landflyn,Sjö,J-STRUCT:574e1bfc94168c2359b84bb6,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,7e0e02306368f6363e49
Jämtland,Albackens Jakt & Fiskecamp kfo,Legtjärnen,Sjö,J-STRUCT:eb5dea561700c276a0ad7af6,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,5f76e7d976fd05f1f910
Jämtland,Albackens Jakt & Fiskecamp kfo,Legtjärnsbäcken,Vattendrag,J-STRUCT:ee9f98bdda2876686a132da8,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,3cba3d7e9e8868352660
Jämtland,Albackens Jakt & Fiskecamp kfo,Lill-Tivsjön,Sjö,J-STRUCT:88ecd69b65bc1d0f9105d106,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,25b4164dd3e9ed467ab3
Jämtland,Albackens Jakt & Fiskecamp kfo,Lill-Örasjön,Sjö,J-STRUCT:50567068e643c37828a4dfbd,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,c5351b2283c6321166ea
Jämtland,Albackens Jakt & Fiskecamp kfo,Lilltjärnen,Sjö,J-STRUCT:848aa564e3d140e6519e5f63,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,a657f21a552500483924
Jämtland,Albackens Jakt & Fiskecamp kfo,Ljungån,Vattendrag,J-STRUCT:f29c6869a6fb62d17414eab0,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,7cde3fa16472b6c133ef
Jämtland,Albackens Jakt & Fiskecamp kfo,Loken,Sjö,J-STRUCT:98aba461086926c1d55bf81a,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,683ffcf9f005fd096a15
Jämtland,Albackens Jakt & Fiskecamp kfo,Långtjärnen,Sjö,J-STRUCT:18e405a2f1ed91689f1b0708,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,6ec6ff77f20463257cf4
Jämtland,Albackens Jakt & Fiskecamp kfo,Mattistjärnen,Sjö,J-STRUCT:f29bd9eb86833a500ec03432,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,a8796652129ded32aa07
Jämtland,Albackens Jakt & Fiskecamp kfo,Mellantjärnen,Sjö,J-STRUCT:2fc47f3cd1c8db6c8cb4336e,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,10cabaa4d4ad1bad8f30
Jämtland,Albackens Jakt & Fiskecamp kfo,Mellantjärnen,Sjö,J-STRUCT:f247acae9e9cc7946feb6a5f,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,5f5a0df101b41e776ff1
Jämtland,Albackens Jakt & Fiskecamp kfo,Norra Örasjötjärnen,Sjö,J-STRUCT:7c20cfec2329fa9344b61312,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,4ed28914d731598518b2
Jämtland,Albackens Jakt & Fiskecamp kfo,Norrsjön,Sjö,J-STRUCT:38507d7c8abf69bfbd631c35,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,ba0d83d3c4245f8cb496
Jämtland,Albackens Jakt & Fiskecamp kfo,Nybodtjärnen,Sjö,J-STRUCT:9382958f920a8f2a4a5a86bc,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,1e69e59338ac2cc6ddbe
Jämtland,Albackens Jakt & Fiskecamp kfo,Nägelflobäcken,Vattendrag,J-STRUCT:ff69772fc8b8c66251df05d6,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,59e93b7d23d273c1f936
Jämtland,Albackens Jakt & Fiskecamp kfo,Ottersjön,Sjö,J-STRUCT:dacddbea2b8aa5307a8d8e75,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,363f9062e18210fe0397
Jämtland,Albackens Jakt & Fiskecamp kfo,Skalltjärnen,Sjö,J-STRUCT:d55d49b8be69b175b265e408,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,137dcdf73e99b66fd8a9
Jämtland,Albackens Jakt & Fiskecamp kfo,Skorvtjärnen,Sjö,J-STRUCT:d55e82e996003370c82ac970,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,ab83fc2bb5803bfbbe10
Jämtland,Albackens Jakt & Fiskecamp kfo,Slåttjärnen,Sjö,J-STRUCT:cb7eac1449d2a8f25542c807,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,f6646462b0292d7c6488
Jämtland,Albackens Jakt & Fiskecamp kfo,Slåttmyrtjärnen,Sjö,J-STRUCT:aa4cd061e772ee4da2e6cac9,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,5d07d9a051112d0f629a
Jämtland,Albackens Jakt & Fiskecamp kfo,Stor-Örasjön,Sjö,J-STRUCT:8711b263809e3b8f57b2bc1f,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,1292de9553faf3e1b967
Jämtland,Albackens Jakt & Fiskecamp kfo,Södra Örasjötjärnen,Sjö,J-STRUCT:f778cbdc106a374a86070c38,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,b00e485605d1aa933d2e
Jämtland,Albackens Jakt & Fiskecamp kfo,Sönnersttjärnen,Sjö,J-STRUCT:45ad54334381c3e9ccc53b55,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,d66519295bfdf5b1d0c9
Jämtland,Albackens Jakt & Fiskecamp kfo,Tivsjön,Sjö,J-STRUCT:a732c821e78b8136c041805a,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,6dabd3d9014d4cd22859
Jämtland,Albackens Jakt & Fiskecamp kfo,Tivsjöån,Vattendrag,J-STRUCT:02719812f5f0599c7e3a5559,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,5c382bca62f33fbfd454
Jämtland,Albackens Jakt & Fiskecamp kfo,Västanbäck-Örasjön,Sjö,J-STRUCT:334d43d7a61294597e44eafe,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,dec5a5477ea4e6239beb
Jämtland,Albackens Jakt & Fiskecamp kfo,Yttertjärnen,Sjö,J-STRUCT:bd2dc5421483571b6377ded7,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,79e147af9edd3e908112
Jämtland,Albackens Jakt & Fiskecamp kfo,Öraåtjärnen,Sjö,J-STRUCT:350546146fb72d68284abefa,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,a37a3e159f4f9465435d
Jämtland,Albackens Jakt & Fiskecamp kfo,Östmyrloken,Sjö,J-STRUCT:d21e0af63d31c2c0b2b300aa,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,ea7b2ea51716c561db93
Jämtland,Ankarvattnet-Lejarens kfo,Ankarvattnet,Sjö,J-STRUCT:9b163c56ea9b2505c9b2d315,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,532c171739a22b8cdd64
Jämtland,Ankarvattnet-Lejarens kfo,Blåsjöälven,Vattendrag,J-STRUCT:5c080e7a0b5d8638386910e0,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,46af671c2487611e1c2f
Jämtland,Ankarvattnet-Lejarens kfo,Klockarmyrbäcken,Vattendrag,J-STRUCT:d8487745ec5ae3a30eaa66b3,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,4d3497b6068e3e447b19
Jämtland,Ankarvattnet-Lejarens kfo,Lejarflyn,Sjö,J-STRUCT:aceaf0e49bcf60252d3977c9,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,c1303bc6eb5d3197501b
Jämtland,Ankarvattnet-Lejarens kfo,Lejarälven,Vattendrag,J-STRUCT:3da027c99cc9ab889f951c75,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,9a32ef1c0ac1b98ad3a6
Jämtland,Ankarvattnet-Lejarens kfo,Lillvattsbäcken,Vattendrag,J-STRUCT:01092c5e5b0f2b756a2c8a88,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,c0ffc2abffa93cdc5c71
Jämtland,Bonäsets-Risnäsets-Äspnäs samff,Bambäcken,Vattendrag,J-STRUCT:81ead589d4a49177b7d71d38,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,30e7604b3e9f54a5239b
Jämtland,Bonäsets-Risnäsets-Äspnäs samff,Bodflobäcken,Vattendrag,J-STRUCT:501a6f42736ac17a2a32be00,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,208a17c7c32a1b30e673
Jämtland,Bonäsets-Risnäsets-Äspnäs samff,Bodflotjärnen,Sjö,J-STRUCT:0951d4b0f0e7f9d6895ee4d2,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,5fe9cc5afe24cebd5a26
Jämtland,Bonäsets-Risnäsets-Äspnäs samff,Dödtjärnen,Sjö,J-STRUCT:95e3a1fbd64cc4330d92eac6,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,489b70abb380ef0c7edb
Jämtland,Bonäsets-Risnäsets-Äspnäs samff,Edsmyrtjärnen,Sjö,J-STRUCT:8799f42c34274441284fa702,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,b6f8c1c9cd351ac72d08
Jämtland,Bonäsets-Risnäsets-Äspnäs samff,Envägsån,Vattendrag,J-STRUCT:9563c0253b8fc19d5ed1bc6f,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,9d01b146ade0226bf98d
Jämtland,Bonäsets-Risnäsets-Äspnäs samff,Envågsån,Vattendrag,J-STRUCT:4f81206af81a9c7dd58969f8,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,14e9f8cac13dd532eae2
Jämtland,Bonäsets-Risnäsets-Äspnäs samff,Faxälven,Vattendrag,J-STRUCT:a698f78455c9f48e4f440992,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,bc7760344a4af1b72fbb
Jämtland,Bonäsets-Risnäsets-Äspnäs samff,Lermyrtjärnen,Sjö,J-STRUCT:f3861fb08b836584b566b426,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,42a1a8c3c835afae4853
Jämtland,Bonäsets-Risnäsets-Äspnäs samff,Lill-Allvattnet,Sjö,J-STRUCT:ac7bea8faadb8f8851b87db2,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,5fdbc569d5da40abfda8
Jämtland,Bonäsets-Risnäsets-Äspnäs samff,Lill-Lermyrtjärnen,Sjö,J-STRUCT:dd3c3764d98519b46e1a78fb,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,9f40f68851bce495e051
Jämtland,Bonäsets-Risnäsets-Äspnäs samff,Lilltjärnen,Sjö,J-STRUCT:399b8d98e0b37b73c79aecef,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,c7600a84c7f4d2c84505
Jämtland,Bonäsets-Risnäsets-Äspnäs samff,Långmarkbäcken,Vattendrag,J-STRUCT:3495ef2ed4ef96b7cce158d7,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,501aeceb3cdbfb0f2cea
Jämtland,Bonäsets-Risnäsets-Äspnäs samff,Nedre Spettnästjärnen,Sjö,J-STRUCT:0526a43295594d4cee7c1689,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,5e86b535d3ffe0ec3235
Jämtland,Bonäsets-Risnäsets-Äspnäs samff,Nedre Vågstjärnen,Sjö,J-STRUCT:07083ce6fea35122115baf6e,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,9e382912ee787a104646
Jämtland,Bonäsets-Risnäsets-Äspnäs samff,Nordbodsjön,Sjö,J-STRUCT:b9548f993953324f7f1dc32a,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,50736f73ff3fe5fe20fa
Jämtland,Bonäsets-Risnäsets-Äspnäs samff,Nymyrbäcken,Vattendrag,J-STRUCT:ef7de94dce1887efca294475,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,78e89e30b4aaf1e7eeca
Jämtland,Bonäsets-Risnäsets-Äspnäs samff,Ormtjärnen,Sjö,J-STRUCT:f8824ecf7ccd2784acd261e5,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,451a2c4def8d08cd30c4
Jämtland,Bonäsets-Risnäsets-Äspnäs samff,Skalflotjärnen,Sjö,J-STRUCT:ed337f2f42aac28bb1533ccf,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,01aa8a7bea2e8b6182c1
Jämtland,Bonäsets-Risnäsets-Äspnäs samff,Skarvsjöbäcken,Vattendrag,J-STRUCT:5a326dbd5eb1d7973c62be45,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,a9e4cdf7b4000b86a2cb
Jämtland,Bonäsets-Risnäsets-Äspnäs samff,Skarvsjön,Sjö,J-STRUCT:7dc7a9a38254baad27aeb60d,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,c646b6847c26b6edafb4
Jämtland,Bonäsets-Risnäsets-Äspnäs samff,Spettnäsbäcken,Vattendrag,J-STRUCT:ce22d46d6c49793879a53622,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,104c2b53e946449c89a1
Jämtland,Bonäsets-Risnäsets-Äspnäs samff,Spjutån,Vattendrag,J-STRUCT:95e9f0c4a13821a507aa1a77,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,0550045245fffd10fc29
Jämtland,Bonäsets-Risnäsets-Äspnäs samff,Stormyrtjärnen,Sjö,J-STRUCT:47baeccef39d031cddc35fc8,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,4ce7392877e075bfefda
Jämtland,Bonäsets-Risnäsets-Äspnäs samff,Ströms Vattudal,Sjö,J-STRUCT:36fd1fa96390f9522a4233be,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,11f3a03c9f688254d912
Jämtland,Bonäsets-Risnäsets-Äspnäs samff,Tjärnmyrtjärnen,Sjö,J-STRUCT:a9df4586c60c3802ac6df9ed,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,20f8759a1dd59e0481e2
Jämtland,Bonäsets-Risnäsets-Äspnäs samff,Vägsån,Vattendrag,J-STRUCT:9f6c0ed42c70770ef3a58b0f,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,6d7f95dc2d077ed352ed
Jämtland,Bonäsets-Risnäsets-Äspnäs samff,Vägsån,Vattendrag,J-STRUCT:ee39162c774f0adc3a09aa21,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,cdab256d8c3f190f673f
Jämtland,Bonäsets-Risnäsets-Äspnäs samff,Vågsån,Vattendrag,J-STRUCT:a72f98a564496f14237e7021,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,a3a2019af668d481b8be
Jämtland,Bonäsets-Risnäsets-Äspnäs samff,Övre Spettnästjärnen,Sjö,J-STRUCT:4f9671f9b9ea0fdaf24afd26,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,a163a10fdf00d75b1c8b
Jämtland,Bruksvallarnas kfo,Anån,Vattendrag,J-STRUCT:9d23cba48962a9debe4e4515,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,5b941968fd1a49445f7c
Jämtland,Bruksvallarnas kfo,Bränneggbäcken,Vattendrag,J-STRUCT:f6d3ebc88f0d25f24b8f5947,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,dc172486ccc4cfa1f489
Jämtland,Bruksvallarnas kfo,Bränneggtjärnarna,Sjö,J-STRUCT:247cd828b048ab5bcf4b7d06,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,2c5665cefaea3bd3e4ab
Jämtland,Bruksvallarnas kfo,Bränneggtjärnarna,Sjö,J-STRUCT:aa036ba1a4790b7c4760c5d7,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,47dca6d5738b290bc181
Jämtland,Bruksvallarnas kfo,Bränneggtjärnarna,Sjö,J-STRUCT:aa95a043a93b312ee606b7db,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,5622af29bbd81b5b18a2
Jämtland,Bruksvallarnas kfo,Bränneggtjärnarna,Sjö,J-STRUCT:c06ca1ac81169a3c697f6e0d,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,bf77b74137e34709bd4b
Jämtland,Bruksvallarnas kfo,Bränneggtjärnarna,Sjö,J-STRUCT:e90b8650b96923f8aff393d2,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,39d548e4d6ddbeb65748
Jämtland,Bruksvallarnas kfo,Dalatjärnarna,Sjö,J-STRUCT:a3f05c4c7a279787cfc01ff5,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,bb96d92e57f4c072ccc8
Jämtland,Bruksvallarnas kfo,Djupdalsbäcken,Vattendrag,J-STRUCT:5b4d1a8157a9997ed7137a92,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,96ad2088313f60409500
Jämtland,Bruksvallarnas kfo,Djuptjärnen,Sjö,J-STRUCT:07fa4b03ec9cb0c5fe2b821a,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,c42bcf8483fb275dc2f4
Jämtland,Bruksvallarnas kfo,Falktjärnarna,Sjö,J-STRUCT:e34b384396911a2c74cb21bc,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,8d47ff09e5ed213431ec
Jämtland,Bruksvallarnas kfo,Fålåtjärnen,Sjö,J-STRUCT:7371d82be14b6e1dd28e9b5f,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,fc8916d55f85e4b91db2
Jämtland,Bruksvallarnas kfo,Grönsjöarna,Sjö,J-STRUCT:1f7f107b9815b433bc1400d5,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,d6e58dfc72e248f76f54
Jämtland,Bruksvallarnas kfo,Grönsjöarna,Sjö,J-STRUCT:31dcd936f2930d1cb0934e31,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,f4d2ddbba1251c0e0fbe
Jämtland,Bruksvallarnas kfo,Grönsjöarna,Sjö,J-STRUCT:b631f1718272871562d9e361,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,1de81d6125d6a60b0351
Jämtland,Bruksvallarnas kfo,Jonsahålet,Sjö,J-STRUCT:3b17541f5a17ffc9e0c4edbf,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,f65850d73b0dd60ddee0
Jämtland,Bruksvallarnas kfo,Kläpptjärnen,Sjö,J-STRUCT:f8da30786938d80ea9ba39df,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,059f7d0c6f7073bdc742
Jämtland,Bruksvallarnas kfo,Kroktjärnen,Sjö,J-STRUCT:d371914639ab5949acdcd47b,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,eb61140dd47f0f2616e6
Jämtland,Bruksvallarnas kfo,Lill-Långtjärnen,Sjö,J-STRUCT:ee13838ee58d2af6a8774cee,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,873cfec3074db9818a69
Jämtland,Bruksvallarnas kfo,Lill-Storbäcken,Vattendrag,J-STRUCT:eabc603f1f5cb50193413af2,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,b2e1e3a194928f937310
Jämtland,Bruksvallarnas kfo,Ljusnan,Vattendrag,J-STRUCT:44e5c575b4237d5df8dc7bf6,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,dbc949c79cefc9eb2d74
Jämtland,Bruksvallarnas kfo,Ljusnetjärnen,Sjö,J-STRUCT:3ed9924478501c20301f938d,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,a7c964f39c3ad0a5b8c8
Jämtland,Bruksvallarnas kfo,Långtjärnarna,Sjö,J-STRUCT:5e8966fff89aba59130b8504,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,aca9b0d2e85fe0d54716
Jämtland,Bruksvallarnas kfo,Långtjärnarna,Sjö,J-STRUCT:e6931ea4c97b66c86db123b0,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,574cb235215d27524298
Jämtland,Bruksvallarnas kfo,Messlingtjärnen,Sjö,J-STRUCT:6ba79c505b01e4b79ee57ef3,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,f07d901bac93d151d52b
Jämtland,Bruksvallarnas kfo,Messmörtjärnen,Sjö,J-STRUCT:b29bd66405c9daae4c2a3c53,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,534d28d89ee260f51af6
Jämtland,Bruksvallarnas kfo,Orman,Vattendrag,J-STRUCT:fda1e4dad69fde83b479f626,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,431b98e0950d6b4d6ad1
Jämtland,Bruksvallarnas kfo,Storbäcken,Vattendrag,J-STRUCT:6ae7965b0d2fb02fc7ae84ef,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,b237819585a8f0dddee0
Jämtland,Bruksvallarnas kfo,Storbäcktjärnen,Sjö,J-STRUCT:cadb4f769e003156b9cfb064,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,68b41165f1fe97212683
Jämtland,Bruksvallarnas kfo,Storstjärnen,Sjö,J-STRUCT:7f31550ae7afe39eab883004,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,27d5fbd3ae75c64c8dbf
Jämtland,Bruksvallarnas kfo,Sveån,Vattendrag,J-STRUCT:0faf3fade86eaa25c653c13c,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,bce57173d1544fa88c5d
Jämtland,Bruksvallarnas kfo,Torrbergstjärnen,Sjö,J-STRUCT:e8eeed7e4da8197feb34f660,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,c42fbb6f10df91f95e52
Jämtland,Bruksvallarnas kfo,Tubbåstjärnen,Sjö,J-STRUCT:8b32526dcd9efdeeb22b0433,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,1c3a59a5f647febb631a
Jämtland,Bruksvallarnas kfo,Tvärån,Vattendrag,J-STRUCT:a69d16f518df0a86117eaf5f,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,a250ab2314687df7ef3f
Jämtland,Byvattnets kfo,Abborrtjärnen,Sjö,J-STRUCT:d1a5c772e57f43ba9629434a,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,957beced2a78991ff35a
Jämtland,Byvattnets kfo,Björnhålet,Sjö,J-STRUCT:e00aad43dfcb1b1311c629a5,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,0500cfa6eafb97c576d4
Jämtland,Byvattnets kfo,Byvatten-Långtjärnen,Sjö,J-STRUCT:3cddd56309fa7d33c982a286,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,e378325771a3bbe0e692
Jämtland,Byvattnets kfo,Byvattenån,Vattendrag,J-STRUCT:6685fbaf59cf51fed5ae2f23,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,fb4478363b8060197f31
Jämtland,Byvattnets kfo,Fisktjärnbäcken,Vattendrag,J-STRUCT:3209e954f5d6792f4acb31c6,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,1567ad010ea6448b3b39
Jämtland,Byvattnets kfo,Fisktjärnen,Sjö,J-STRUCT:800a4abd86b63b6ad8cff973,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,0499fc157c92745aba4c
Jämtland,Byvattnets kfo,Gammbåttjärnen,Sjö,J-STRUCT:9a29d52b2ce488522aa8ea74,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,d3041a5c624ae18cf93a
Jämtland,Byvattnets kfo,Gåstjärnen,Sjö,J-STRUCT:d56c33210302353adfe5f80d,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,13bffbcbca6b287db1df
Jämtland,Byvattnets kfo,Hemtjärnen,Sjö,J-STRUCT:afdabaf541f781548adca10c,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,74f88d2c0d543fc2812a
Jämtland,Byvattnets kfo,Hemvattenbäcken,Vattendrag,J-STRUCT:bad56586c5c92c1a18273cfe,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,dcd8e87cc59468a7d99f
Jämtland,Byvattnets kfo,Hemvattnet,Sjö,J-STRUCT:8187ba28bcba7e8ee650d035,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,dfee516bc85864285a6e
Jämtland,Byvattnets kfo,Herr-Olatjärnen,Sjö,J-STRUCT:22513c159737780b2b7a49ad,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,0913938cc1f59c679be6
Jämtland,Byvattnets kfo,Holmvattnet,Sjö,J-STRUCT:869c22c000550abdfd29c7de,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,b1c5fca6b5717f2c2712
Jämtland,Byvattnets kfo,Lassetjärnen,Sjö,J-STRUCT:46b54dc802919cb3629a8523,UNRESOLVED,Saknar artunderlag,modeled_water_type_jamtland,530c22fcb2d30977c17e
